"ID","alpha","block","diff","english","exposure","first_key_rt","first_key_timestamp","form_response","last_key_rt","response","retrieval_t","rv_trial","swahili","time_block_loop","time_block_sequence","time_correct_answer","time_cue","time_fixation_cross","time_fixation_dot","time_incorrect_answer","time_keyboard","time_press_spacebar","time_study_screen","time_test_screen","trial"
"NA","NA","NA","NA","NA","NA","NA","NA","23","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"29","0.18435303030303","2","easy","dog","2965","430","1189600","Ok","758","dog","523","863.7406708635762","mbwa","467894","1186780","1189931","1189170","1188174","1186783","761541","1189171","1187648","1026060","1187648","92"
"17","0.307474242424242","2","difficult","holays","2965","321","1196083","Ok","968","holays","546","902.9174680735807","likizo","467894","1193306","1196732","1195762","1194765","1193309","761541","1195762","1194214","1026060","1194214","93"
"27","0.222377272727273","2","easy","sky","2965","348","1202997","Ok","661","sky","591","923.2070642582461","anga","467894","1200132","1203314","1202649","1201653","1200135","761541","1202650","1201060","1026060","1201059","94"
"52","0.315165151515151","2","difficult","wonder","2965","282","1209127","Ok","783","wonder","534","625.5753298233697","ajabu","467894","1206681","1209631","1208845","1207848","1206684","761541","1208845","1207311","1026060","1207311","95"
"14","0.3337796875","2","difficult","voice","2965","282","1215623","Ok","832","voice","810","527.1294941051974","sauti","467894","1212999","1216177","1215341","1214343","1213002","761541","1215341","1213531","1026060","1213531","96"
"63","0.216794029850746","2","easy","storm","2965","281","1222105","Ok","986","storm","847","425.78058226729536","dhoruba","467894","1219548","1222813","1221824","1220828","1219551","761541","1221825","1219978","1026060","1219978","97"
"7","0.210024615384615","2","easy","eye","2965","2","1228298","Ok","593","eye","609","513.8987376711555","jicho","467894","1226171","1228892","1228296","1227299","1226174","761541","1228296","1226689","1026060","1226688","98"
"31","0.319181818181818","2","difficult","letter","2965","554","1234936","Ok","1237","letter","537","570.6770755180662","barua","467894","1232271","1235622","1234382","1233385","1232273","761541","1234383","1232846","1026060","1232846","99"
"9","0.347927272727273","2","difficult","police","2965","301","1242133","Ok","2403","police","1262","565.3812821612446","askari","467894","1238998","1244238","1241832","1240834","1239002","761541","1241832","1239569","1026060","1239569","100"
"9","0.347927272727273","2","difficult","police","2965","275","1250916","Ok","1138","police","1067","966.3524085094264","askari","467894","1247603","1251782","1250641","1249643","1247606","761541","1250641","1248575","1026060","1248574","101"
"52","0.315165151515151","2","difficult","wonder","2965","272","1257743","Ok","810","wonder","784","538.4960834750472","ajabu","467894","1255144","1258284","1257471","1256475","1255148","761541","1257471","1255688","1026060","1255688","102"
"7","0.210024615384615","2","easy","eye","2965","234","1263923","Ok","787","eye","628","423.20894290559943","jicho","467894","1261634","1264478","1263689","1262693","1261637","761541","1263689","1262062","1026060","1262062","103"
"31","0.319181818181818","2","difficult","letter","2965","286","1270559","Ok","931","letter","622","810.4858796377164","barua","467894","1267837","1271207","1270273","1269277","1267840","761541","1270273","1268652","1026060","1268652","104"
"14","0.3337796875","2","difficult","voice","2965","288","1277330","Ok","781","voice","583","890.2784195810198","sauti","467894","1274566","1277826","1277042","1276046","1274569","761541","1277043","1275460","1026060","1275460","105"
"48","0.207198461538461","2","easy","garden","2965","280","1283613","Ok","1034","garden","512","597.6011991547837","bustani","467894","1281218","1284370","1283333","1282336","1281223","761541","1283333","1281822","1026060","1281821","106"
"63","0.216794029850746","2","easy","storm","2965","248","1290455","Ok","876","storm","560","913.8166745880949","dhoruba","467894","1287731","1291086","1290207","1289211","1287734","761541","1290207","1288649","1026060","1288648","107"
"29","0.18435303030303","2","easy","dog","2965","338","1297003","Ok","630","dog","535","679.4620506635482","mbwa","467894","1294448","1297299","1296665","1295668","1294450","761541","1296665","1295131","1026060","1295130","108"
"17","0.307474242424242","2","difficult","holays","2965","405","1303202","Ok","2814","holays","525","609.7340488999097","likizo","467894","1300658","1305615","1302797","1301800","1300660","761541","1302798","1301272","1026060","1301272","109"
"27","0.222377272727273","2","easy","sky","2965","290","1311255","Ok","594","sky","586","408.85493199655485","anga","467894","1308969","1311562","1310965","1309969","1308972","761541","1310965","1309381","1026060","1309381","110"
"27","0.222377272727273","2","easy","sky","2965","278","1317430","Ok","648","sky","709","529.4089094900493","anga","467894","1314910","1317804","1317152","1316156","1314913","761541","1317152","1315444","1026060","1315444","111"
"52","0.315165151515151","2","difficult","wonder","2965","263","1323970","Ok","838","wonder","557","982.0878788829584","ajabu","467894","1321165","1324548","1323707","1322710","1321168","761541","1323707","1322152","1026060","1322151","112"
"31","0.319181818181818","2","difficult","letter","2965","291","1330514","Ok","926","letter","494","783.5682232469521","barua","467894","1327943","1331152","1330223","1329227","1327947","761541","1330223","1328732","1026060","1328731","113"
"9","0.347927272727273","2","difficult","police","2965","314","1350778","Ok","1327","police","2030","698.2367403939022","askari","467894","1346733","1351794","1350464","1349468","1346737","761541","1350464","1347437","1026060","1347436","114"
"63","0.216794029850746","2","easy","storm","2965","279","1357792","Ok","765","storm","607","742.6671671491329","dhoruba","467894","1355160","1358281","1357513","1356516","1355163","761541","1357513","1355907","1026060","1355906","115"
"7","0.210024615384615","2","easy","eye","2965","298","1363873","Ok","539","eye","522","402.19734198210745","jicho","467894","1361646","1364118","1363575","1362579","1361650","761541","1363576","1362054","1026060","1362054","116"
"48","0.207198461538461","2","easy","garden","2965","287","1369673","Ok","873","garden","479","422.0015586047476","bustani","467894","1367480","1370262","1369386","1368390","1367484","761541","1369386","1367908","1026060","1367907","117"
"17","0.307474242424242","2","difficult","holays","2965","332","1376110","Ok","917","holays","655","488.5469026903725","likizo","467894","1373629","1376697","1375778","1374781","1373632","761541","1375778","1374122","1026060","1374122","118"
"29","0.18435303030303","2","easy","dog","2965","80","1382305","Ok","478","dog","490","626.9171511571072","mbwa","467894","1380103","1382706","1382225","1381228","1380106","761541","1382225","1380735","1026060","1380735","119"
"14","0.3337796875","2","difficult","voice","2965","297","1388735","Ok","873","voice","436","940.4146508992345","sauti","467894","1386054","1389314","1388438","1387440","1386059","761541","1388438","1387001","1026060","1387001","120"
